CustomerID,Gender,SeniorCitizen,Tenure,Contract,InternetService,MonthlyCharges,TotalCharges,Churn
376,Female,0,60,Month-to-month,DSL,118.75,1283.8740132765274,No
377,Male,0,16,One year,No,32.74297176863931,18.8,No
378,Female,0,49,Two year,Fiber optic,36.496001155962,18.8,No
379,Male,0,25,One year,No,78.07048493694822,856.3627216697803,No
380,Female,0,6,Month-to-month,DSL,109.16376664425306,3109.7433455702517,No
381,Female,0,15,One year,DSL,64.73687074677336,4026.979789461456,Yes
382,Female,0,16,Month-to-month,Fiber optic,27.797527573543626,130.02959439528513,No
383,Male,0,34,Two year,Fiber optic,58.52062117720001,445.1807666685145,No
384,Female,0,22,Two year,No,33.79904438261504,18.8,Yes
385,Female,0,68,Two year,DSL,44.66772658464983,2764.722103955672,No
386,Female,0,8,Month-to-month,Fiber optic,55.648362915485166,619.9732481343071,No
387,Female,0,17,Month-to-month,Fiber optic,36.827329893927015,6047.4291030280465,No
388,Male,0,47,Month-to-month,Fiber optic,41.385037702345585,3207.6267400059814,No
389,Male,0,71,Month-to-month,Fiber optic,67.04347340668953,1890.5039453269476,No
390,Female,0,65,Month-to-month,Fiber optic,71.27257794533062,826.2392391842709,No
391,Female,0,22,Two year,Fiber optic,21.938191951988884,18.8,No
392,Female,1,9,Month-to-month,DSL,76.73108984753105,18.8,Yes
393,Female,0,37,Month-to-month,No,53.303790719744924,869.2285969395425,No
394,Male,0,58,Month-to-month,No,86.47987185893352,695.2860693329255,No
395,Female,0,67,Month-to-month,Fiber optic,88.29297537270457,18.8,No
396,Female,0,42,Two year,Fiber optic,48.40931045325303,3133.4966523843523,No
397,Male,0,11,Month-to-month,Fiber optic,83.28584559053577,3444.3258324120707,No
398,Female,0,52,Two year,No,39.60762320506522,1239.7389877142841,No
399,Female,0,13,Month-to-month,DSL,104.64523809134224,6664.055039889209,Yes
400,Male,0,51,Two year,Fiber optic,40.746000354220406,18.8,No
401,Female,1,71,Month-to-month,DSL,75.41776321962794,2410.7993950711484,No
402,Male,0,60,One year,DSL,59.15296474620717,1783.6972575367613,Yes
403,Female,0,40,Month-to-month,Fiber optic,34.19147512144821,1031.1118014621964,No
404,Male,0,20,One year,No,91.91756442973781,698.0959909344074,No
405,Male,1,47,One year,Fiber optic,46.31463255310959,2263.228905320597,No
406,Female,0,55,Month-to-month,Fiber optic,18.25,1767.9539432889626,No
407,Female,0,34,Month-to-month,Fiber optic,18.25,1391.0077895629402,No
408,Female,0,43,Two year,No,38.46115469771807,18.8,No
409,Female,0,38,Month-to-month,Fiber optic,106.2148434208991,18.8,No
410,Male,0,14,Two year,DSL,102.65792787186015,1625.221667206849,Yes
411,Female,0,11,One year,No,43.17018808933928,1367.8502272108624,No
412,Female,0,7,Month-to-month,Fiber optic,53.528907067488475,1832.5144746127085,No
413,Female,1,66,Month-to-month,DSL,50.806116425763705,2032.8630059823731,Yes
414,Male,0,0,Two year,Fiber optic,24.66369242196798,1095.0096932935348,Yes
415,Male,0,41,One year,Fiber optic,36.24016066413737,1797.6847776279462,No
416,Male,0,30,Month-to-month,Fiber optic,94.33260053396363,344.9048538374816,No
417,Male,0,29,One year,No,79.96702492851995,5732.2612035639995,No
418,Male,0,42,Month-to-month,DSL,73.01997464174966,466.78882429217106,Yes
419,Female,1,25,Two year,DSL,24.612086989008155,1438.3577123515383,No
420,Female,0,11,Month-to-month,DSL,67.83116674242272,638.8946038679467,No
421,Female,0,58,Month-to-month,DSL,18.25,600.84222989569,Yes
422,Male,0,68,Month-to-month,Fiber optic,90.16836100694204,2334.837790001587,No
423,Female,0,10,Month-to-month,Fiber optic,72.58310451218796,2047.3372804050948,No
424,Male,0,46,Month-to-month,No,24.308503191795104,1237.8627554097736,No
425,Male,0,22,One year,No,113.45440928045021,1636.64340313793,No
426,Male,1,42,Two year,Fiber optic,18.25,647.902493449249,No
427,Male,1,38,One year,DSL,80.76221608571302,3189.3102950874795,No
428,Male,0,54,Month-to-month,Fiber optic,81.51067024625772,6936.066754710558,No
429,Female,0,17,One year,Fiber optic,27.48591977549033,296.6096657895273,No
430,Female,0,41,Two year,DSL,63.66069420661548,3171.7206649826144,Yes
431,Female,1,25,Month-to-month,Fiber optic,18.25,2380.8543366089293,No
432,Female,0,17,Month-to-month,DSL,18.25,3794.1150319284484,No
433,Male,0,40,Month-to-month,No,32.65692556935707,3857.932848484098,No
434,Female,0,41,Month-to-month,Fiber optic,46.23958923791389,2744.465171897485,No
435,Female,0,32,Month-to-month,No,84.19211104240483,2188.766574523184,No
436,Male,0,42,Two year,Fiber optic,66.82898336033067,1294.5358475966204,Yes
437,Male,0,13,Two year,Fiber optic,67.615718327523,545.5998398558322,No
438,Male,0,54,Month-to-month,Fiber optic,34.26590913916409,2059.5477322832558,Yes
439,Female,0,57,Two year,No,48.84665974835426,18.8,Yes
440,Female,0,9,Month-to-month,Fiber optic,36.80920904293825,933.322326393816,No
441,Female,0,27,Month-to-month,No,27.928282388402764,4787.13031305484,No
442,Male,0,13,One year,DSL,46.929647247683555,2502.22869296658,No
443,Male,0,25,Month-to-month,DSL,67.04282279139964,4301.777573307956,No
444,Male,0,16,Month-to-month,DSL,47.56358056533148,5609.213047167988,No
445,Male,0,33,One year,No,55.06256965030831,1877.8512528970243,No
446,Male,0,13,Two year,DSL,85.71693580843285,2748.8003402827917,No
447,Male,0,25,One year,No,49.72729199740982,1595.0172038498558,No
448,Female,0,33,Month-to-month,Fiber optic,24.64760440726446,437.6353467622762,Yes
449,Male,0,23,Month-to-month,DSL,81.7599510001973,119.57392435277097,No
450,Male,0,69,Month-to-month,Fiber optic,72.80207442009936,4189.57874430365,No
451,Male,1,19,Month-to-month,DSL,74.69265089498666,2751.7494175804786,Yes
452,Male,0,38,Two year,Fiber optic,83.63774359182486,6463.402561335666,Yes
453,Male,1,44,One year,Fiber optic,78.54490997196915,4481.669861285537,No
454,Male,0,33,One year,DSL,65.66473364338626,622.0713657105903,No
455,Male,0,21,Two year,No,118.75,4183.215380393864,Yes
456,Male,1,70,Month-to-month,Fiber optic,26.12244073631117,1587.6988283942894,No
457,Male,0,32,One year,Fiber optic,47.14883991749439,5036.404100886317,Yes
458,Female,0,5,Month-to-month,No,93.91676437681282,1176.9674341673162,No
459,Female,0,15,Month-to-month,DSL,69.09184739207679,18.8,No
460,Female,0,71,Month-to-month,Fiber optic,87.61348332373828,475.818995378846,Yes
461,Female,0,22,Two year,Fiber optic,69.90966852905983,591.5893311278055,No
462,Male,0,17,Month-to-month,Fiber optic,106.15910218991544,,No
463,Female,0,13,Month-to-month,DSL,34.473923245439295,981.4696474788282,No
464,Female,0,49,One year,DSL,105.20804267114195,4220.263778156988,Yes
465,Male,0,60,Month-to-month,Fiber optic,100.04699444544842,6348.836175931174,No
466,Male,0,35,Month-to-month,DSL,28.37029766166556,18.8,No
467,Male,1,14,One year,DSL,83.78302883761896,5142.120555059917,Yes
468,Male,0,4,Month-to-month,DSL,63.50449803967865,1196.5233796019447,No
469,Female,0,52,Two year,Fiber optic,46.541881224516175,3067.301815704262,No
470,Male,0,47,One year,DSL,18.25,18.8,Yes
471,Male,0,10,Month-to-month,Fiber optic,34.37450849936876,3466.4633493034435,No
472,Male,0,1,Month-to-month,No,86.11417541955612,18.8,No
473,Female,1,23,One year,Fiber optic,89.29662220474276,2990.3768738548347,No
474,Female,0,67,Month-to-month,No,58.45761453465723,2861.942202568476,No
475,Male,0,11,Month-to-month,Fiber optic,89.39125280861285,2711.823299313529,No
476,Female,1,58,Two year,Fiber optic,93.25232834461353,613.693598665782,No
477,Male,1,66,Two year,DSL,69.45466275465306,3524.2274442575726,No
478,Female,0,31,One year,DSL,43.05775792210885,3165.190700338281,No
479,Male,0,35,Two year,DSL,78.0757287957509,1803.2469922692228,No
480,Female,0,20,Month-to-month,DSL,79.45823970053178,3801.4127960589894,Yes
481,Female,0,69,Month-to-month,No,85.08572614954433,2062.361003882565,Yes
482,Female,0,65,Two year,No,90.84863842706741,3477.2090420872546,No
483,Male,0,8,Month-to-month,DSL,23.798846385171224,1993.7574441249917,Yes
484,Female,0,43,Month-to-month,Fiber optic,49.45112971449116,2770.046711854219,No
485,Female,0,58,One year,Fiber optic,18.25,3581.322184476544,No
486,Female,0,23,Month-to-month,Fiber optic,87.28458075449595,1377.3301081815328,Yes
487,Male,1,62,Month-to-month,Fiber optic,58.40942541578947,18.8,No
488,Female,0,40,One year,DSL,77.76750352799219,2904.5950265721185,No
489,Male,0,1,Two year,Fiber optic,20.38206967947623,4974.160863936899,No
490,Male,0,27,Month-to-month,Fiber optic,106.96952357576082,2956.8761047215726,No
491,Male,1,15,One year,Fiber optic,28.850391144959822,2999.9104851019806,Yes
492,Male,1,58,Month-to-month,Fiber optic,88.11435546191201,2183.4289426786127,No
493,Male,0,0,Month-to-month,No,68.3503001438655,3953.842867184073,No
494,Female,0,0,Month-to-month,No,59.097772396462005,1857.670347031434,No
495,Male,1,30,Month-to-month,Fiber optic,56.66818079097356,1250.4653619665312,Yes
496,Female,1,21,One year,DSL,45.59430341958448,4783.605841014446,No
497,Female,0,58,Month-to-month,Fiber optic,103.78540492471313,1076.8001707487822,No
498,Male,0,27,Two year,Fiber optic,65.1796463140025,4294.541164659663,No
499,Male,0,26,Month-to-month,DSL,26.59643193636807,4785.049756796168,No
500,Male,0,0,Two year,Fiber optic,53.24279791875131,3563.40716805263,No
