PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
377,1,1,Passenger_376,male,17.962575124349605,0,3,14.914068329400198,,S
378,0,2,Passenger_377,male,,0,1,2.2780322004046414,,S
379,0,3,Passenger_378,male,41.55910613979049,3,1,14.763514047063085,E70,Q
380,1,3,Passenger_379,male,46.81501280841633,2,0,19.9701189269274,,S
381,1,2,Passenger_380,female,,2,0,41.04932729129347,,S
382,1,3,Passenger_381,male,28.44668345652932,2,3,34.215566988009854,,S
383,0,3,Passenger_382,female,34.77717871151636,1,3,39.476064877013336,,S
384,0,3,Passenger_383,male,47.88233905521315,4,0,0.26876331878773724,E74,S
385,1,1,Passenger_384,male,25.45368153289672,3,1,7.855209876170975,C83,S
386,0,3,Passenger_385,female,35.01616661716173,1,1,34.68082436707959,,S
387,1,3,Passenger_386,male,25.123669084484877,2,2,21.172093101120783,,C
388,1,3,Passenger_387,male,,3,3,0.1704845563351425,,S
389,0,1,Passenger_388,male,30.377391656001247,1,3,52.22935985572496,,S
390,1,1,Passenger_389,male,20.07439168124572,0,3,47.422935327484076,,S
391,0,3,Passenger_390,female,27.86717638122351,2,2,25.440028197191516,,C
392,0,1,Passenger_391,female,15.210631896550142,1,2,2.2008009592456927,,Q
393,1,1,Passenger_392,female,27.040078579446686,0,1,46.548404989119334,,S
394,0,1,Passenger_393,male,35.97746411062206,2,0,28.04421646693498,B80,S
395,1,3,Passenger_394,male,21.457310493104856,4,0,48.738452544808986,,S
396,0,3,Passenger_395,female,29.83008453543278,2,0,44.58581954902538,E43,S
397,1,1,Passenger_396,female,31.6507963106977,4,1,51.98598617126179,,S
398,1,1,Passenger_397,male,36.03548848549869,4,0,23.354492811228088,,S
399,1,3,Passenger_398,male,27.82988222172698,4,2,4.8384098459015705,,S
400,0,3,Passenger_399,female,44.90212878614928,3,2,35.589641129411284,,Q
401,1,1,Passenger_400,male,,3,3,31.0026114219291,,S
402,0,2,Passenger_401,male,70.82853986034883,4,0,43.38488069210868,,S
403,0,3,Passenger_402,female,17.504127303474764,0,2,5.957959112432389,C28,S
404,0,3,Passenger_403,male,35.34746032695708,4,3,6.94023022274678,,S
405,0,3,Passenger_404,male,16.56144925711812,1,0,70.75215181380668,,S
406,0,3,Passenger_405,female,38.719754233130224,4,0,44.35857788387872,C59,S
407,1,2,Passenger_406,male,33.57196813632899,3,2,76.43050764625794,,S
408,0,3,Passenger_407,female,,3,3,45.496889683928984,,S
409,1,2,Passenger_408,male,44.72322283574438,1,3,29.09453331126769,,Q
410,1,3,Passenger_409,male,,1,2,33.974406737885616,C31,S
411,0,2,Passenger_410,male,37.36102313279805,2,2,70.38010272638891,E41,S
412,1,3,Passenger_411,female,16.859762727255497,0,2,27.669233126529136,A93,S
413,1,3,Passenger_412,male,29.26757310199788,0,0,32.02356121380499,,S
414,0,1,Passenger_413,male,57.74770174054946,0,2,5.445368747217372,A63,S
415,1,3,Passenger_414,male,43.181517407597816,3,2,20.553737786134068,,C
416,0,1,Passenger_415,male,34.006690576314725,0,1,40.32576962788571,,Q
417,0,2,Passenger_416,male,23.415108413462857,2,2,10.112094301759537,,Q
418,0,1,Passenger_417,male,30.644979502250123,2,2,7.230888135417365,,S
419,1,2,Passenger_418,male,32.46592386241335,0,0,12.052006943209577,C15,C
420,1,1,Passenger_419,male,35.989198088876435,1,3,8.845225860299061,A54,S
421,1,3,Passenger_420,female,14.62675288551268,2,0,7.742728863761599,,S
422,1,2,Passenger_421,female,39.05771145319311,1,1,17.700027779725957,,S
423,0,3,Passenger_422,male,,3,2,76.29481461660443,,C
424,0,2,Passenger_423,male,52.535761931946205,2,2,22.635747185876227,C86,S
425,1,3,Passenger_424,female,,1,2,6.661020494216273,,S
426,0,3,Passenger_425,female,33.852796475466455,0,2,2.5630512284302847,,S
427,1,3,Passenger_426,male,43.77199602589225,3,2,38.11972303532309,,S
428,0,3,Passenger_427,female,26.166679391497702,4,2,15.441925011514462,,S
429,0,3,Passenger_428,male,34.46840026739802,4,1,55.200718115891384,,C
430,0,3,Passenger_429,male,,0,2,34.47589695541645,C88,S
431,0,3,Passenger_430,male,,3,2,50.906226150666335,,S
432,0,1,Passenger_431,female,34.67770881544094,3,2,10.156163579339902,,S
433,1,3,Passenger_432,male,6.113004472513531,3,1,37.72228826247729,,S
434,1,3,Passenger_433,female,,3,2,9.811500228277787,,
435,0,3,Passenger_434,male,,4,1,89.53614909923373,A78,S
436,1,3,Passenger_435,male,37.679304274779355,1,0,32.37216596236025,,S
437,0,3,Passenger_436,male,,3,2,12.554226897147503,,S
438,0,3,Passenger_437,female,38.595557051008555,1,3,10.049353168523142,,S
439,0,1,Passenger_438,male,47.756591397255235,3,1,6.779699785366262,,S
440,0,1,Passenger_439,male,,2,0,37.96054434423937,,S
441,1,2,Passenger_440,male,,2,1,7.8981140332006525,,S
442,0,3,Passenger_441,female,15.298559336192824,2,1,28.94775350813268,,Q
443,1,3,Passenger_442,male,11.807683831890735,3,0,9.836426912291168,,S
444,0,3,Passenger_443,male,6.687629981767191,1,2,34.70776026917383,,S
445,0,3,Passenger_444,male,17.30771101400213,4,2,53.9863588892683,,S
446,1,3,Passenger_445,female,51.43586541685498,0,1,48.1661315658843,,S
447,0,3,Passenger_446,female,7.961821050575473,4,0,45.78143597204864,,Q
448,0,3,Passenger_447,female,25.45049620191923,3,2,6.653220234621871,D76,S
449,1,3,Passenger_448,male,11.59596546895379,2,1,2.9611990081625534,D96,S
450,1,3,Passenger_449,male,,2,3,38.415200757029794,,S
451,1,1,Passenger_450,female,32.075713092928275,1,0,14.701293591032927,,S
452,0,3,Passenger_451,male,19.898377775129884,3,3,18.119795188521138,,C
453,0,2,Passenger_452,male,44.95530811023046,4,3,1.0126253267617218,,S
454,1,1,Passenger_453,male,51.17569369189394,3,1,9.617052501703919,C32,
455,1,3,Passenger_454,female,,3,0,1.096208487282553,,S
456,0,3,Passenger_455,male,20.13810737508428,2,2,67.63203916597726,,S
457,0,3,Passenger_456,male,,4,2,8.925317855838259,E67,C
458,1,2,Passenger_457,female,45.46563836421532,0,1,26.078300923376123,C41,S
459,1,3,Passenger_458,male,,2,2,1.2722992537774707,,S
460,1,2,Passenger_459,male,,4,2,35.17294750766426,,S
461,1,1,Passenger_460,female,,1,3,12.483980781834573,,S
462,0,2,Passenger_461,female,8.240858068327164,2,3,73.02369582915095,,S
463,0,2,Passenger_462,female,49.93538565416107,1,0,70.08999114251972,D10,S
464,0,1,Passenger_463,female,4.163021765498883,2,3,12.59114324934835,D70,S
465,0,2,Passenger_464,male,62.300666117901926,3,2,73.99169644195774,,S
466,1,1,Passenger_465,female,39.85211959134438,4,0,177.97367155674792,,S
467,0,3,Passenger_466,male,39.219623057234585,1,0,55.851115326152375,C15,Q
468,1,1,Passenger_467,female,37.75656134492202,2,1,59.632015739264965,,S
469,0,3,Passenger_468,female,26.162400367986503,1,3,9.163560317469914,,S
470,0,3,Passenger_469,male,35.18918341581217,2,0,27.509753552341294,,S
471,0,3,Passenger_470,female,,2,2,2.227981032233635,,S
472,1,3,Passenger_471,female,37.443025870166714,0,0,3.1913491791377497,,S
473,0,3,Passenger_472,male,,0,0,217.78403903645702,,C
474,1,3,Passenger_473,female,16.39512543657571,0,1,12.655169901106857,,S
475,1,1,Passenger_474,male,17.511983372335415,1,2,44.129800564131585,,S
476,0,3,Passenger_475,male,15.92018674590495,3,2,52.586595767411026,,S
477,1,3,Passenger_476,male,,2,3,62.46694768458641,,S
478,0,2,Passenger_477,male,21.055747425572626,4,2,193.41270995338348,,S
479,1,1,Passenger_478,female,2.930555744811958,0,0,8.845051084691107,C85,S
480,0,2,Passenger_479,female,35.25574132188327,1,2,1.318000190622174,,S
481,1,3,Passenger_480,male,50.90324587625414,1,2,16.948937794924248,,S
482,1,2,Passenger_481,male,40.52316464848538,1,0,4.459353458366604,,S
483,0,3,Passenger_482,male,21.25347008689603,4,1,0.7257975450415333,B41,S
484,0,1,Passenger_483,female,7.484635981668752,4,3,14.302535760810652,,
485,0,3,Passenger_484,male,27.820246552994853,0,3,49.00050573945795,,S
486,0,2,Passenger_485,female,27.470865706646055,4,1,26.72406946570387,,S
487,1,2,Passenger_486,female,,0,0,12.003132132941325,,S
488,1,3,Passenger_487,male,37.41452223139552,4,3,33.99377433438933,,S
489,1,1,Passenger_488,female,55.55277101162662,4,1,8.447654988536158,,S
490,1,1,Passenger_489,female,32.811958044415974,4,1,0.46354756390525903,,S
491,0,2,Passenger_490,female,31.94666689798384,0,1,46.253503882717126,,S
492,1,3,Passenger_491,male,16.578807316326483,2,3,31.279458687646912,,S
493,0,3,Passenger_492,male,49.26380584284521,0,3,45.97622226910149,,S
494,1,3,Passenger_493,female,,2,3,1.2709239464852713,,S
495,0,3,Passenger_494,male,21.59451442728161,1,3,58.07165634217281,,C
496,0,1,Passenger_495,male,30.591637511122624,1,2,30.92281474924672,,S
497,0,3,Passenger_496,male,36.30745866545253,0,1,26.519269954376067,,S
498,0,3,Passenger_497,male,,2,2,31.353618472069947,,S
499,0,2,Passenger_498,male,46.58614753938828,2,1,63.945315741863034,E69,S
500,1,1,Passenger_499,male,35.07560173565607,2,3,28.29292674214223,D31,S
501,0,2,Passenger_500,male,25.72481464764451,1,3,27.832510111482208,,S
502,1,3,Passenger_501,male,35.31669102857646,0,2,149.61607074518568,,S
503,1,2,Passenger_502,male,36.6949194157634,3,0,45.23468889983039,,S
504,0,3,Passenger_503,female,11.55073713030621,2,3,18.685535626706855,D34,
505,1,2,Passenger_504,male,45.79187619569201,2,0,39.32603320499897,,S
506,1,1,Passenger_505,male,,3,1,15.777139041539474,,S
507,1,2,Passenger_506,male,25.84547487092398,0,2,8.316972518533582,E47,S
508,0,3,Passenger_507,male,40.219263819063244,2,0,29.0704394694026,,S
509,0,1,Passenger_508,male,40.16031313963414,0,0,84.2758881317195,E54,S
510,0,1,Passenger_509,male,19.888356495874802,2,3,84.70535698769797,,S
511,0,1,Passenger_510,male,40.9406226540396,4,0,13.389004920648416,,S
512,1,1,Passenger_511,male,21.85372587914666,2,0,24.002982159586324,A26,S
513,1,2,Passenger_512,female,55.17402265378118,4,1,7.609447622002026,,S
514,1,3,Passenger_513,male,18.105284262279305,0,2,173.8638781444741,,C
515,1,3,Passenger_514,female,,2,3,127.02532199437799,,Q
516,1,3,Passenger_515,male,,1,3,33.549441596355074,D71,S
517,1,2,Passenger_516,female,60.81773880789105,1,0,52.21617291861045,,S
518,0,2,Passenger_517,male,12.370506782780375,3,1,40.17976331471321,,S
519,1,1,Passenger_518,male,37.04107846154075,1,0,28.778589238048582,,S
520,1,3,Passenger_519,male,,4,0,1.7543592445429588,,S
521,1,3,Passenger_520,male,24.742493019728183,1,3,19.40918972129446,,S
522,0,1,Passenger_521,male,36.04952967243246,1,0,35.94472899005221,,
523,1,3,Passenger_522,male,46.844182126766,1,0,36.21600560312425,,S
524,1,3,Passenger_523,female,52.42755187218664,2,1,14.944138276683132,B67,S
525,0,2,Passenger_524,male,8.182728559631514,3,3,90.94450383844953,,S
526,1,1,Passenger_525,female,33.44851714110247,0,2,5.86081084233787,,C
527,0,3,Passenger_526,male,50.1329104473693,3,1,22.203722608580474,,S
528,0,3,Passenger_527,female,6.105646857332832,4,1,37.56923494852716,,S
529,1,2,Passenger_528,male,,2,1,38.223064902710995,A64,S
530,1,1,Passenger_529,male,29.670826836117424,2,3,33.4701110714263,,C
531,0,3,Passenger_530,male,35.50358540131703,1,0,10.303399646765875,,S
532,1,1,Passenger_531,male,18.887743645429346,1,2,5.4351220470706325,,C
533,1,3,Passenger_532,male,9.601336405011839,4,3,32.33399959975647,,S
534,0,3,Passenger_533,male,2.9165100474936487,2,0,29.26552135874051,,S
535,0,1,Passenger_534,female,43.36937534846944,0,1,6.325308596690359,,S
536,1,1,Passenger_535,female,45.15668791076695,3,3,39.080054842191636,,S
537,0,3,Passenger_536,male,33.9375948859438,2,0,19.433123689208937,,S
538,1,2,Passenger_537,female,22.221923104366645,0,2,35.26078272995888,,C
539,1,1,Passenger_538,female,6.977357491479562,0,2,58.12030850952929,,S
540,1,3,Passenger_539,female,,3,0,5.952077991113638,E82,S
541,1,2,Passenger_540,male,14.28909004028641,0,3,0.6185761318605131,,S
542,0,3,Passenger_541,male,19.74181925335247,4,1,48.32182006626899,,S
543,1,1,Passenger_542,male,21.488102886121936,0,0,30.10665624701567,,S
544,0,3,Passenger_543,male,26.934506840242445,4,1,38.488706908096034,,S
545,1,2,Passenger_544,male,19.073433739078922,0,2,58.27571319520347,,S
546,1,3,Passenger_545,male,30.168422793892237,1,0,51.95495324094513,D29,S
547,0,3,Passenger_546,male,,0,2,103.74874276826212,,Q
548,1,1,Passenger_547,male,39.51922290774912,4,1,24.56738624884042,A18,S
549,0,2,Passenger_548,female,44.13488079583274,0,1,21.452772970483256,,C
550,0,2,Passenger_549,male,31.219597464398138,0,0,16.447229243982097,,S
551,1,3,Passenger_550,male,36.17676869533543,0,0,5.33986523074041,B36,S
552,1,3,Passenger_551,female,59.34998329476246,4,0,27.201659495076857,,S
553,1,3,Passenger_552,male,13.283554403941576,0,2,10.379628150163471,A28,S
554,1,1,Passenger_553,male,12.431446582078522,3,1,81.35064262083205,,C
555,0,3,Passenger_554,female,39.429970610876246,3,1,28.004055235566312,B35,S
556,1,1,Passenger_555,male,56.95159972520672,4,2,28.753583799445842,,S
557,1,3,Passenger_556,male,,1,0,14.028421253301568,,C
558,1,3,Passenger_557,male,,3,3,1.7084654303734033,,S
559,1,2,Passenger_558,male,31.050072063108857,2,0,1.032272689299354,,S
560,1,2,Passenger_559,male,20.167578051452857,3,3,17.61580865002899,,S
561,0,3,Passenger_560,male,15.830306559072152,2,3,2.827402555736218,,C
562,1,3,Passenger_561,male,38.51179018841503,4,2,29.873802138016824,,S
563,0,2,Passenger_562,male,,1,1,68.1089589834064,,S
564,1,2,Passenger_563,female,,2,1,68.63531344485806,E75,S
565,1,3,Passenger_564,male,51.86851035537731,2,1,34.43219129950106,,Q
566,1,1,Passenger_565,female,25.40507449980081,3,1,,,S
567,0,1,Passenger_566,male,48.09613264501459,2,2,63.60803918893186,,S
568,1,1,Passenger_567,female,12.696391143830304,4,3,69.51605678913677,,S
569,0,1,Passenger_568,male,22.225272581564802,4,1,7.00701622423075,,Q
570,0,3,Passenger_569,male,9.99998363299117,4,3,42.791125074228496,,C
571,1,3,Passenger_570,male,30.721954583627006,3,2,10.803207714466167,B65,Q
572,0,3,Passenger_571,female,40.62109451603216,1,0,51.92727646137573,D72,S
573,1,1,Passenger_572,male,30.752619226486605,3,2,188.53644749127528,,S
574,1,3,Passenger_573,male,46.87870083958212,4,1,0.9755525587847523,,S
575,0,3,Passenger_574,male,19.211490631192177,3,0,72.85071070332901,,C
576,1,1,Passenger_575,female,32.854798551646944,4,2,31.18497774264202,,S
577,1,3,Passenger_576,female,,0,2,116.03810757506167,,S
578,0,2,Passenger_577,male,34.76347219593117,0,3,20.016202304428603,,C
579,0,3,Passenger_578,female,36.75230464697396,2,2,60.15539428251753,,S
580,0,2,Passenger_579,male,37.85354343977688,1,0,2.061617088821899,,S
581,0,3,Passenger_580,female,14.711679264701571,0,2,13.06841441827309,,S
582,0,1,Passenger_581,female,17.24355457498804,4,1,2.2197697165287886,D25,S
583,0,3,Passenger_582,male,19.839972085323353,3,3,118.486395411119,,C
584,1,1,Passenger_583,male,26.355669529867637,3,0,54.34004969890334,C70,S
585,0,3,Passenger_584,female,30.920609658890022,2,0,61.25595695574847,C63,S
586,0,3,Passenger_585,male,39.61324770599347,3,2,88.96192856937495,,S
587,1,3,Passenger_586,female,,0,1,2.8462182299942684,,S
588,1,3,Passenger_587,male,,3,3,15.5873657190727,,S
589,0,3,Passenger_588,male,,0,0,2.357891083418913,D34,S
590,0,1,Passenger_589,male,,0,3,7.575256441760407,E19,S
591,1,3,Passenger_590,male,,1,2,8.337325983245053,,S
592,0,3,Passenger_591,female,30.13773628148144,2,1,20.262245829438978,,S
593,0,3,Passenger_592,male,,4,2,10.007777548786635,C67,S
594,1,3,Passenger_593,female,29.678292918297362,0,3,3.4063325436900262,,C
595,0,1,Passenger_594,female,24.31221365274024,2,2,5.865963308606775,E38,S
596,1,1,Passenger_595,female,36.195611960928424,4,3,5.098202749214539,A15,C
597,0,3,Passenger_596,male,23.559779112397862,3,0,115.67253865597577,,S
598,1,3,Passenger_597,female,,2,0,45.57352973764974,,S
599,1,1,Passenger_598,male,,2,2,109.90696995789732,,S
600,1,3,Passenger_599,female,,2,0,18.539365940712045,,S
601,0,3,Passenger_600,male,,3,3,10.439700249030002,,S
602,1,1,Passenger_601,male,26.391033680754056,3,0,51.230083434191044,,S
603,0,3,Passenger_602,female,,2,1,12.636863105608585,D35,Q
604,1,3,Passenger_603,male,,1,1,11.385421983748119,D87,S
605,1,3,Passenger_604,male,,0,2,8.467987423621652,,S
606,1,3,Passenger_605,female,48.08295921824201,3,2,4.444580635101494,B42,C
607,0,3,Passenger_606,male,30.407501418316084,1,2,9.482778616199495,,S
608,0,2,Passenger_607,male,32.08696129056603,3,2,14.048026213477279,,C
609,1,1,Passenger_608,male,26.547948617099703,2,3,35.86688420317154,,S
610,0,1,Passenger_609,male,32.46610490871971,1,3,2.067446034037252,,Q
611,0,2,Passenger_610,male,,4,1,7.5636555287949285,B76,S
612,0,2,Passenger_611,male,25.49803601850512,0,3,52.97938015220476,,S
613,1,1,Passenger_612,female,20.594217514060087,0,0,5.084934531981852,,S
614,0,2,Passenger_613,male,,3,1,13.425001422961891,,S
615,1,1,Passenger_614,male,0.5,0,2,63.998629825175755,,S
616,1,3,Passenger_615,male,30.59539501675306,4,2,5.38656852325436,,S
617,1,2,Passenger_616,male,,1,3,2.763547642849268,,S
618,0,3,Passenger_617,female,15.807614275494679,1,1,21.20613387319493,,S
619,1,3,Passenger_618,male,36.808607384361004,2,3,11.524396029689255,,C
620,0,1,Passenger_619,male,30.4558378582411,1,3,26.520223785000695,B21,C
621,0,3,Passenger_620,male,,3,3,52.116661061540114,,S
622,1,3,Passenger_621,male,20.648586703305874,4,1,4.720405220311007,,S
623,1,2,Passenger_622,female,0.5,2,2,27.813326129163613,,C
624,1,1,Passenger_623,male,33.80577039786904,3,0,22.535226999302175,,S
625,0,2,Passenger_624,male,33.6661918581622,3,2,4.97846229796344,,C
626,0,1,Passenger_625,male,18.59405348632857,3,1,31.301187448060904,,Q
627,1,2,Passenger_626,female,37.261577963563774,0,2,10.230723026279822,E30,S
628,1,3,Passenger_627,female,11.745019304298687,3,2,21.411427510239648,,C
629,0,3,Passenger_628,female,,0,0,2.7473466211234565,E57,S
630,0,3,Passenger_629,male,35.5406665013559,1,2,19.69331748819173,A49,S
631,1,1,Passenger_630,male,20.058665430518793,0,2,11.710443614550838,,S
632,0,1,Passenger_631,male,28.822802613165777,3,2,55.29970115662342,,S
633,0,2,Passenger_632,female,21.8089136160312,4,3,1.8773260078597434,,C
634,0,1,Passenger_633,female,23.946963811811422,4,1,17.35452171824231,D88,S
635,0,1,Passenger_634,male,,1,1,19.625138559664112,E86,S
636,0,3,Passenger_635,male,19.80540539894551,3,0,41.31220087017078,,
637,0,1,Passenger_636,male,33.93429600104174,0,3,27.327719026074472,B90,S
638,1,3,Passenger_637,male,20.90900118544471,4,3,35.208020531782495,,Q
639,0,1,Passenger_638,male,29.91961399313843,2,2,48.025745402880915,C11,S
640,1,3,Passenger_639,male,19.497756460758353,3,1,63.42315200505072,B93,S
641,1,3,Passenger_640,male,,3,0,12.05427763410125,,S
642,0,3,Passenger_641,male,42.47409348962833,2,3,24.71166511735702,,S
643,1,1,Passenger_642,female,36.69337779133572,4,2,58.66422983166836,,S
644,1,3,Passenger_643,male,61.7415489631674,2,0,145.65557200914324,,S
645,1,3,Passenger_644,male,,1,3,70.49326508396098,D64,S
646,0,3,Passenger_645,male,26.77455317735157,0,0,14.85974925442492,,S
647,1,3,Passenger_646,female,27.90089526801872,0,3,6.947836052752416,,C
648,0,3,Passenger_647,female,43.55117213594984,4,0,21.50893308607922,,S
649,1,1,Passenger_648,male,22.60048948214348,2,3,43.30902199245024,D87,S
650,1,3,Passenger_649,male,13.305414041538036,3,3,21.70862967472444,,S
651,1,3,Passenger_650,male,,3,0,21.1219935362397,,C
652,1,2,Passenger_651,male,25.26689959034281,3,3,58.29063387551568,,C
653,0,1,Passenger_652,female,42.0010091361646,1,3,14.351453326607833,A53,C
654,1,2,Passenger_653,female,40.37077761109096,1,3,62.86871431374215,B15,S
655,1,3,Passenger_654,male,29.281533365367803,3,0,16.711416385968043,,Q
656,0,1,Passenger_655,female,,4,0,12.731004226780101,,S
657,0,1,Passenger_656,female,24.218092711382738,1,3,19.363770424054813,,S
658,0,1,Passenger_657,female,29.487296197220147,1,3,45.995659153504185,,Q
659,1,3,Passenger_658,male,41.78340316638884,0,0,4.309671153274018,,S
660,0,1,Passenger_659,male,18.549837465165886,0,2,6.997681873991173,A61,S
661,0,3,Passenger_660,male,31.223838822927686,4,3,96.80174439803352,,S
662,0,2,Passenger_661,male,14.039160005216692,1,2,6.174975432031078,C80,S
663,0,3,Passenger_662,male,15.782512737409302,1,0,26.83835780394843,,C
664,0,3,Passenger_663,female,29.26685403982126,2,3,27.707829635143327,,S
665,0,1,Passenger_664,male,,4,2,21.523471210065026,,S
666,1,2,Passenger_665,female,,4,0,33.117444391124536,,S
667,0,3,Passenger_666,male,12.99716063125669,2,2,8.356472256592573,,S
668,1,2,Passenger_667,male,,2,1,25.742125330654357,,S
669,0,1,Passenger_668,female,,0,0,14.895713111298615,,S
670,0,3,Passenger_669,male,17.61932525749302,4,1,34.67921372078346,,S
671,0,3,Passenger_670,male,,4,0,4.871892083873463,,S
672,1,3,Passenger_671,female,23.470759358254597,2,0,27.07240509560201,B78,C
673,0,2,Passenger_672,female,,3,3,6.556766245462369,,S
674,0,2,Passenger_673,male,0.5,3,1,10.451878595364521,C24,S
675,0,1,Passenger_674,female,33.68845849601078,0,1,7.897875957424178,,S
676,0,3,Passenger_675,female,32.59931407126132,3,1,6.461364735347757,C12,S
677,1,3,Passenger_676,female,,3,0,55.90528512331251,,C
678,1,3,Passenger_677,female,14.008486882714578,3,1,10.766810604502039,E32,Q
679,1,1,Passenger_678,male,7.312089189741819,1,1,83.8077734092972,,S
680,1,3,Passenger_679,male,24.005876837347824,0,3,112.13157556646982,,C
681,1,1,Passenger_680,male,28.46320277387267,2,2,27.10098241531244,,S
682,0,2,Passenger_681,male,42.59889444181095,3,2,4.938197452167316,,S
683,0,3,Passenger_682,female,,1,1,15.016994552154609,,S
684,0,1,Passenger_683,male,46.70270787470285,3,1,51.141216966953195,,S
685,1,3,Passenger_684,female,33.571611336497334,1,1,14.652873995157389,,S
686,0,3,Passenger_685,female,40.89298954905807,0,1,2.91322424333445,D35,C
687,1,3,Passenger_686,female,20.73309191323142,3,2,26.03840314844665,,S
688,0,3,Passenger_687,female,32.05753269465345,1,3,59.68352490394026,,
689,1,3,Passenger_688,male,13.021938049970714,4,0,50.85678409254048,,C
690,0,3,Passenger_689,male,,4,1,6.160677265664544,,S
691,0,1,Passenger_690,male,30.941053763572175,1,1,35.74641707007387,,S
692,0,2,Passenger_691,male,53.809800479589576,3,2,7.971457918350651,,S
693,0,3,Passenger_692,male,26.49423993913655,3,1,7.877310819575818,D97,Q
694,1,3,Passenger_693,male,30.960599727146008,0,3,66.30538123959545,C44,S
695,0,3,Passenger_694,female,,0,3,9.191704751748226,E23,S
696,0,2,Passenger_695,female,23.332515577561654,2,1,9.776097784527696,,S
697,0,2,Passenger_696,female,18.46510173503694,0,2,0.02091533805025181,,S
698,1,1,Passenger_697,male,47.883358547858734,3,1,65.45217706523911,,S
699,0,3,Passenger_698,male,,2,1,50.338591195666666,,S
700,0,3,Passenger_699,male,11.109146996378175,0,2,31.58589158152278,,S
701,0,3,Passenger_700,male,39.223715310136726,1,3,44.39545543423352,,S
702,0,2,Passenger_701,female,,4,0,5.277821367572154,,S
703,0,2,Passenger_702,male,23.380264793591053,0,1,19.618767802403056,,S
704,1,3,Passenger_703,female,,0,3,13.845141071498967,,S
705,1,3,Passenger_704,male,,1,1,3.1510189950146423,,
706,1,3,Passenger_705,male,19.790062525595435,3,0,21.305149057321636,,S
707,0,3,Passenger_706,male,18.75602471143244,1,2,81.12055295058967,,S
708,1,2,Passenger_707,male,42.01429623180912,0,3,1.3082745203519672,,S
709,0,3,Passenger_708,male,38.19983541097066,3,0,11.025601708923487,,S
710,0,3,Passenger_709,female,48.056224408453474,2,1,7.443661730658552,A51,S
711,0,3,Passenger_710,female,12.16375382688306,0,0,8.704038422302206,,S
712,0,3,Passenger_711,male,22.665525183251365,1,3,76.50244103630907,,S
713,1,3,Passenger_712,female,33.63651387177234,2,2,20.19973117624548,,C
714,1,3,Passenger_713,male,16.74130810315887,4,1,20.093449461159697,,C
715,1,3,Passenger_714,female,38.68362412016509,2,2,45.744567900923684,B91,C
716,0,3,Passenger_715,male,46.84477922116865,1,2,5.370172483593551,,S
717,1,3,Passenger_716,female,21.532988388817124,2,0,21.375898466895332,,S
718,1,1,Passenger_717,male,30.24028716317846,1,0,17.98697530724765,A11,S
719,0,3,Passenger_718,male,,0,3,29.07510816130901,,S
720,1,3,Passenger_719,male,54.88980205026599,3,3,247.15294470599872,,S
721,0,2,Passenger_720,male,40.14121751484565,4,2,46.95304715112875,,S
722,1,3,Passenger_721,male,,3,3,16.23279276365907,,C
723,1,1,Passenger_722,male,,3,2,56.24530045531225,,S
724,1,1,Passenger_723,female,34.72893160640977,3,1,5.989868555557377,,S
725,0,2,Passenger_724,female,37.49549177084997,1,2,0.9899951647595908,E20,S
726,1,3,Passenger_725,female,26.75481778014536,1,3,7.319025082590279,,S
727,1,3,Passenger_726,female,,4,3,13.316454666633867,,S
728,1,3,Passenger_727,female,11.761832571324032,1,2,22.865145923537934,,C
729,1,3,Passenger_728,male,5.371783429281908,1,0,30.555117790102827,E82,S
730,0,2,Passenger_729,male,,1,2,77.27035359334182,C11,C
731,0,1,Passenger_730,female,,1,2,22.817663761911607,,S
732,1,1,Passenger_731,female,31.767790553174876,0,0,22.262455356670486,,C
733,1,3,Passenger_732,male,22.926644158424647,4,1,1.6495720615541964,,S
734,1,3,Passenger_733,male,25.059611831855054,1,0,1.1371368500708794,,S
735,0,3,Passenger_734,male,32.646587581426786,4,3,25.634838954767005,,S
736,1,3,Passenger_735,female,27.39611700587968,2,0,18.45028149666874,,C
737,1,3,Passenger_736,male,10.932255479946406,0,3,58.47910425295402,,Q
738,0,1,Passenger_737,female,42.4820030838402,1,3,5.605207808145904,C45,S
739,0,3,Passenger_738,female,33.957766389377326,0,2,0.8092398051622525,,S
740,0,3,Passenger_739,male,33.422578717393876,0,2,19.074906608780086,D23,Q
741,1,3,Passenger_740,male,41.42587784701721,2,1,8.675988755323944,,S
742,0,2,Passenger_741,male,18.308965015164553,4,3,1.6283985264223608,,S
743,0,3,Passenger_742,male,46.692240128161785,0,2,41.26478310752274,,S
744,1,3,Passenger_743,male,27.739400072808667,3,3,3.786409843556809,,S
745,0,1,Passenger_744,female,42.140384324632244,2,1,29.99388232213119,,C
746,1,3,Passenger_745,male,39.98228646882716,3,3,10.558819750759968,,C
747,1,1,Passenger_746,male,15.156774407964216,2,1,6.097618655125519,,S
748,0,3,Passenger_747,male,36.740605668797905,3,1,15.284323575829369,,S
749,1,3,Passenger_748,female,34.2678453918536,3,1,51.73417755250651,E96,C
750,0,3,Passenger_749,male,30.12436320492079,0,2,15.927498183800171,,S
751,0,2,Passenger_750,female,,0,0,44.460086610942604,,C
752,0,1,Passenger_751,male,28.497494503950918,2,0,4.290794076516263,,S
753,1,1,Passenger_752,male,41.07765195901594,4,2,47.417561802203636,B35,S
