Id,LotArea,LotFrontage,YearBuilt,OverallQual,GrLivArea,BedroomAbvGr,FullBath,GarageArea,TotalBsmtSF,Neighborhood,GarageType,SalePrice
264,48851,21.0,1917,3,2048,5,2,441.8533756410891,1299.3801028225532,StoneBr,Detchd,244654
265,42501,89.98011475297044,1883,5,421,5,2,174.21463036618047,479.0581948456801,NoRidge,Attchd,99021
266,178428,73.93638295937467,1999,6,899,5,2,475.71603752011964,1093.6948534037856,StoneBr,Attchd,166103
267,126550,76.36765289075726,1901,5,1244,3,2,716.3721947813201,1319.2412506027867,NridgHt,BuiltIn,124779
268,17910,57.62808853532126,1965,5,1097,3,2,648.4303668677544,1474.9983381270908,Timber,Attchd,227078
269,54185,84.07000901272608,1931,9,1136,5,1,838.9935836991051,1332.8213816794591,NoRidge,Detchd,261732
270,167958,50.033780225597496,1971,2,1982,2,3,368.05435579334323,1480.6938805959944,NoRidge,Attchd,188421
271,207470,,1942,1,1571,3,2,639.7703011646984,1525.5797504212655,NridgHt,Detchd,162521
272,122817,85.07992109780312,1952,6,1443,4,1,257.65442067867974,1103.0357495215112,NoRidge,Attchd,185996
273,91047,78.5718816674572,1982,9,1396,3,1,516.1389675770376,1275.8547543563402,StoneBr,Attchd,196689
274,205150,,1915,7,1304,4,1,709.5582547160062,1495.85824554219,NridgHt,Attchd,140052
275,157858,107.85690088211285,1979,8,1387,3,2,666.9748617038231,1228.265111299475,NridgHt,Detchd,111116
276,143963,51.79605631424447,1973,5,2243,5,2,495.05763097175475,1583.3598944467615,NoRidge,Attchd,79678
277,28499,66.81775468908786,1962,10,588,4,2,415.6368372118838,1440.9038881668225,NridgHt,Attchd,300345
278,134590,111.92289727844684,1980,4,2184,2,2,260.1061678469754,779.3538380555699,Timber,BuiltIn,220656
279,14452,21.0,1887,6,2719,3,1,,483.6660413822342,StoneBr,Detchd,209152
280,214348,29.049740320728645,1981,3,2180,3,2,192.61637791071166,1065.4760053302712,NridgHt,,300107
281,151854,,1878,1,995,5,1,399.5564736714138,538.4837266382328,Timber,None2,109494
282,89495,21.0,1960,4,1259,4,1,86.46823191726213,1093.4922340489904,NoRidge,Detchd,90360
283,101851,21.0,1966,9,2057,5,2,190.80521320186705,1053.7503481557142,NridgHt,Attchd,210977
284,186926,98.2037878310594,1887,4,1384,4,1,655.5004627191498,1628.1000332258686,Timber,Attchd,203439
285,19442,,1976,1,1249,3,2,631.6583355814255,1278.7225104984786,NoRidge,Detchd,90517
286,193510,122.70614942312358,1993,4,1461,3,2,411.1865625113586,1486.3135564380357,Timber,Detchd,208902
287,3222,,1960,7,926,3,2,486.86052097860124,842.0678466049887,NoRidge,,154156
288,169392,62.35643682710847,1933,3,1446,3,1,515.5636738827235,1728.5243724122702,StoneBr,Attchd,131003
289,199759,82.97513742828606,1901,10,881,1,2,,1449.3115141977505,NridgHt,Attchd,158331
290,167118,,1938,6,1894,3,3,548.6097753518624,1244.6453821286063,StoneBr,,68132
291,197602,63.88240922826772,1917,1,1071,3,2,186.92996204909707,263.9204206630329,StoneBr,Attchd,142809
292,130885,54.43695973738197,1914,4,1542,4,2,0.0,1574.466761666305,NridgHt,Attchd,136502
293,67719,75.55269578419097,1916,3,1281,3,2,255.38585048637003,,StoneBr,Detchd,226082
294,109275,103.04526126822039,1951,1,1715,3,2,439.97329956174195,1061.95465196738,StoneBr,Detchd,169824
295,150966,,1903,3,1946,4,2,678.4793052461107,1070.937704596845,Timber,Attchd,233599
296,191131,54.820758008556766,1879,4,1665,3,2,523.1529738160023,830.1787500120877,NoRidge,Attchd,65251
297,179277,,1984,5,1147,3,2,587.3565844477702,340.6681594975836,StoneBr,Attchd,129336
298,159041,53.37306429496101,1933,6,1219,5,2,281.0673330130443,810.2408173449464,NridgHt,Attchd,225982
299,75541,39.43017075122042,1891,2,2753,1,2,457.8640155025043,1785.4851599987537,Timber,CarPort,159894
300,107247,73.53782757585387,1972,2,2012,4,1,487.0137599238433,1530.6859880995426,NoRidge,Detchd,253723
301,62838,89.53086828962282,1877,6,1411,5,2,311.28515651201576,717.7808982024994,StoneBr,Attchd,87901
302,6992,68.28784003599033,1955,5,1213,2,1,244.1141801422531,803.0880535634101,StoneBr,Attchd,242379
303,149399,111.27440303030838,1979,1,759,2,2,424.49095570144783,1994.301001920327,NridgHt,Attchd,140106
304,117859,112.60994980371254,1875,3,2107,1,1,614.5045784965797,609.1518573106968,StoneBr,Detchd,134771
305,160064,,1942,5,1141,2,2,279.3403813725872,742.928196466809,NridgHt,Attchd,268937
306,201374,86.8465057714404,1955,2,2068,1,2,,868.4136575852364,StoneBr,Detchd,287959
307,204017,48.38900852873326,1971,1,1949,2,2,762.967781749104,460.833584080779,StoneBr,Detchd,273674
308,145441,61.340644147859734,1942,9,2225,2,1,361.86095947143815,821.0329910990256,NridgHt,Attchd,408919
309,172354,100.53448906639719,1904,5,1913,5,2,474.5585592287897,827.7066442393419,NoRidge,Detchd,300299
310,154435,56.097457185077396,1991,2,1404,2,1,450.37847067120276,660.9123046711863,Timber,Detchd,131615
311,194559,105.69711536839485,1964,10,1523,1,2,432.81259157458635,1639.9793433261725,NridgHt,Detchd,191467
312,176627,96.70153844979598,2004,4,1527,3,2,830.0543271674778,544.7619439196333,NoRidge,CarPort,156644
313,205927,88.03897506511258,1970,3,1373,3,3,538.4312081332889,994.6945195365795,NoRidge,Attchd,407359
314,30636,41.855322648168645,1937,7,662,3,1,136.98103065620552,671.9964895606912,NridgHt,,281465
315,121329,62.51232438231228,1925,1,383,1,2,800.0818471666414,964.8214309570226,Timber,BuiltIn,167755
316,16337,85.46101213225907,1951,10,1913,1,2,531.8100806962624,651.5988665110588,NridgHt,Detchd,257038
317,77092,46.34204621195128,1995,4,1420,3,3,393.05508617826473,1090.3177433778005,StoneBr,BuiltIn,110518
318,133287,65.43814606680165,1926,7,2019,2,1,761.7806962067086,1198.1222953260094,StoneBr,Attchd,199969
319,149847,88.05114277906331,1876,10,1315,3,2,306.36034789123687,1672.5578425988103,NoRidge,Detchd,124324
320,21691,56.36386652986491,1906,5,1514,4,1,840.1598198764492,798.6068017771615,StoneBr,Attchd,92076
321,214992,49.68509220955245,1964,4,2003,1,2,492.96676550945796,1767.2259316463433,Timber,Attchd,247614
322,61626,,1990,4,2331,4,1,688.1895932593221,702.7365409450679,NridgHt,Attchd,260212
323,184364,60.720779254856595,1925,2,1349,4,2,1129.4454518795433,952.5096236829368,Timber,Attchd,217227
324,10394,88.5563563074433,1874,8,989,1,1,511.53958930557235,1831.7207513219485,NoRidge,Attchd,168152
325,85753,49.05031179216405,1877,4,2151,3,2,452.2779733914028,2331.3913749138455,StoneBr,Detchd,109018
326,85614,70.42893055522497,1958,2,1364,5,2,244.65566461686703,1797.1261471872685,StoneBr,Attchd,113695
327,24821,64.61897747694239,1981,9,1260,4,3,447.1979222513881,958.8432086222018,NridgHt,Attchd,122774
328,110005,54.00103465676686,1927,10,1305,3,2,251.25924009279098,1283.0302287486331,Timber,Attchd,164776
329,26459,90.10493438502131,1873,7,1137,5,1,432.98875609386016,1356.6775908524587,Timber,Attchd,278253
330,143087,,1953,3,1921,4,1,1092.4624039212936,1208.6410565587669,NridgHt,BuiltIn,276503
331,207185,94.10411064740089,1965,7,812,3,1,498.5939622790198,614.5553649595244,StoneBr,Attchd,93562
332,66696,,1876,1,1568,4,2,354.510871592242,1159.9817030460772,NoRidge,Attchd,137107
333,154015,117.81677593230268,2009,1,1646,3,2,428.12033155991395,834.9337511979526,NoRidge,Detchd,135638
334,186122,94.03366984552157,1912,4,1200,2,2,384.8595205619692,631.86681868131,NridgHt,,65721
335,208551,59.023430344857026,1987,4,2348,2,1,697.3580008523081,920.3089030820338,NridgHt,Detchd,226899
336,169780,,1915,4,1986,1,2,453.691936049366,1195.4305156129026,NridgHt,Detchd,163955
337,134355,96.90494233227815,1961,9,1276,5,2,817.3020519904115,1496.6072009450245,Timber,BuiltIn,172915
338,80149,74.17046084697455,1904,6,1459,4,3,405.354753213075,945.5254719052077,StoneBr,Attchd,309949
339,72421,,1927,3,1984,4,2,419.1620347162441,1022.4902970303202,StoneBr,None2,187425
340,139554,66.4453844926748,1873,6,1557,3,1,281.08814145540344,1409.92495373776,NridgHt,Detchd,152287
341,102387,60.22727637084733,1872,2,2250,5,2,390.95627291608844,1088.112751138684,NoRidge,Attchd,227441
342,211515,50.22258115148709,1992,2,1812,4,1,102.01597111780893,1224.5011418153856,Timber,Detchd,276333
343,16816,94.35007007827522,1996,7,1647,5,2,17.220620653988476,1091.2281592931406,NridgHt,Detchd,203699
344,115152,,1904,3,1643,5,2,606.6800976915745,1145.9992111372237,Timber,Attchd,238349
345,200538,90.12499546142226,1974,7,3168,2,1,99.47570519691948,583.3082623813925,NridgHt,,170687
346,121857,89.7920894396683,1907,3,980,4,1,559.8766168251664,1110.7014152263719,Timber,CarPort,175093
347,106864,48.01519012701766,1955,2,940,4,1,365.8936741332159,1683.8315857354446,NoRidge,Attchd,189287
348,4436,55.51150547687206,1897,4,1388,1,2,674.0592000429715,1131.1872383908913,NoRidge,Attchd,133862
349,78900,105.0077805505039,2000,4,2252,5,1,104.19145396723405,690.9833365332411,NoRidge,Detchd,144147
350,76343,72.59229093853597,1961,3,334,3,1,601.0256741278123,1705.1966864417363,NoRidge,Attchd,313943
351,8209,,1917,9,515,2,1,543.9623902157191,1373.682166549265,StoneBr,Attchd,403930
352,22207,75.20666386229792,1913,6,1305,1,2,550.5784722102982,1393.9885876353687,StoneBr,Detchd,342044
353,40884,85.7149902800352,2006,5,2628,2,2,713.5143575147465,1382.0892848588983,Timber,Detchd,106565
354,36687,82.576994496885,1926,6,1528,3,2,488.0414323570747,562.5233960923515,NridgHt,Attchd,102526
355,68435,47.491129524120666,1927,8,904,1,1,0.0,1341.3863826864117,StoneBr,CarPort,112367
356,44036,115.28131742218127,1989,5,1946,2,2,569.1091314077428,1664.8527711395025,NridgHt,Attchd,190912
357,118272,33.98572990938993,1947,4,2387,3,1,541.4099390912751,846.1914425735288,Timber,Attchd,58825
358,156760,72.66151432392189,1934,7,1179,1,3,420.6502322291671,210.33857236021208,NridgHt,Attchd,142956
359,15745,111.67726846638598,1954,5,1753,3,1,292.86059775672055,1217.4859124861425,NoRidge,Detchd,317634
360,112782,84.19977001445068,1970,4,1597,1,1,395.7632648794372,1071.3762172654067,NoRidge,Attchd,268013
361,114240,,2003,5,1815,4,2,785.0247922029082,377.5967896351557,StoneBr,Attchd,147587
362,33786,44.72406041991675,1913,4,1274,4,1,276.13972126118523,1322.7611860021361,Timber,Detchd,152127
363,166875,78.3291149823249,1967,8,1845,2,1,100.5519445520049,1289.7983456299494,StoneBr,Attchd,227001
364,173621,69.12153609532128,1981,8,1955,5,2,158.79178499012193,413.3649204849694,StoneBr,Detchd,263003
365,82401,42.87893994005525,1941,1,1890,5,2,,1886.405870624229,StoneBr,Attchd,146175
366,188772,90.76171574739908,1899,3,663,3,2,830.5620133009434,1386.7422027526313,Timber,None2,164731
367,80486,50.332318272383944,1997,4,762,1,2,944.8380545247244,227.17577365433192,NoRidge,Attchd,144265
368,71226,53.177808827955346,1963,2,1153,4,2,612.1495430222028,1416.4813247918614,NoRidge,Attchd,106220
369,117842,80.38190373003636,1911,5,1655,5,2,263.01336699945665,1403.733644913364,StoneBr,Attchd,165697
370,175433,66.56210930451964,1913,8,1808,4,2,285.7303643497453,1678.188540221493,NridgHt,BuiltIn,160724
371,176211,,1989,2,961,3,2,660.4291883558606,783.1184922542349,NoRidge,Detchd,109267
372,25437,,1876,9,1685,3,1,757.9699820131175,1422.8200404163906,NoRidge,Attchd,234274
373,192086,103.91346024409701,1972,7,2011,1,1,335.61264318698625,953.1098135455057,Timber,Detchd,219508
374,205560,47.79926446627322,1932,6,1865,5,2,777.8324059101565,812.7031859090766,NoRidge,Attchd,238972
375,124745,58.8445892750557,1912,8,1273,3,2,423.87412297720385,677.2621464238813,NoRidge,,133064
376,5460,81.54811738190145,1982,2,1321,3,2,625.8567708856942,221.52013257755527,StoneBr,BuiltIn,81828
377,41102,46.28997199261555,1880,5,833,4,2,718.1299351236988,1294.2461371108584,StoneBr,None2,218108
378,143136,,1933,4,2428,2,1,155.90168031965328,937.1314527758459,Timber,BuiltIn,138714
379,67033,73.3058534560753,1925,8,1763,5,1,569.6078960381637,0.0,Timber,BuiltIn,126696
380,49010,90.81648109405306,1975,1,668,1,1,778.7295044191148,1090.0809327366362,NridgHt,Attchd,109424
381,6591,,1997,3,2158,1,2,353.0176856428185,1565.2947677907532,NoRidge,Detchd,162054
382,63835,72.20175702369477,1905,10,1860,4,2,246.89157278647193,483.233383439328,StoneBr,Detchd,340015
383,163091,,1913,8,2142,1,2,578.884083160641,744.169003040723,StoneBr,CarPort,147803
384,136282,76.6159167432222,1885,5,1221,3,2,501.55686171541186,1250.5646304335744,NoRidge,Attchd,116995
385,65064,83.58731940909689,1904,4,1295,5,2,,0.0,Timber,Attchd,234823
386,130757,,1989,6,1088,1,3,472.5264800686122,822.7139093589637,StoneBr,Attchd,193869
387,117017,,1969,5,2626,5,2,115.55708276824794,1209.1601834674275,Timber,Detchd,77504
388,61477,,1963,3,1251,1,2,559.5577190900158,810.6691772542158,StoneBr,Attchd,235803
389,106431,,1971,5,1013,2,2,813.8159410428357,487.1742746057623,StoneBr,Attchd,423878
390,197547,96.28838066556938,1958,4,1175,2,3,320.0593809862087,508.2110716337677,NridgHt,,63933
391,190186,34.64752406763367,1995,1,1344,5,2,295.7187768836336,349.282159660332,StoneBr,Attchd,110363
392,9488,57.05474255004399,1903,1,2331,2,3,509.92821321404915,779.0974591534218,NoRidge,Attchd,57896
393,168326,52.44303292656733,1972,7,1660,2,2,1082.0177743618467,1520.8745957255908,NoRidge,Attchd,175552
394,95150,32.45908236767276,1910,4,2162,3,2,708.3750205404424,2093.8700186917235,NoRidge,BuiltIn,268866
395,24574,65.50842868861807,1965,1,1664,1,2,452.84659606793,1072.8842182255173,Timber,Detchd,188719
396,22698,87.91105263732288,1881,6,1420,2,1,481.4741470631575,1394.2611253699665,StoneBr,Attchd,315720
397,77545,73.75186997250647,1971,1,967,5,1,729.5532313819842,643.9791094296986,Timber,Detchd,252214
398,157752,89.19049084724986,1929,8,2351,3,2,278.39369702877684,138.7648144230394,NridgHt,Detchd,357422
399,49568,98.60694322343136,1972,9,2035,2,1,,1869.8563848203185,StoneBr,Attchd,287765
400,112469,60.744837737307535,1935,3,2083,5,2,233.86462809664354,795.7516526800027,NoRidge,Attchd,153989
401,18060,133.52430455172953,1890,7,2000,1,2,670.9317392127683,1372.5129404409163,NridgHt,,185814
402,175246,61.710029822468,1972,5,1142,2,2,410.0937600661577,1126.5644602671807,NridgHt,Attchd,127815
403,66652,64.89925537975141,1988,3,1654,5,2,515.9485428019859,1493.6254177588821,StoneBr,Detchd,164975
404,125016,53.017107115149344,2007,5,2085,5,2,,1475.8488729050532,NoRidge,Attchd,185451
405,171510,83.08934754219217,1942,10,2010,4,2,,1178.92156313085,Timber,Attchd,174879
406,36891,63.0279179445526,1911,7,1597,5,1,435.61806984984776,1227.235950910088,StoneBr,None2,309501
407,30231,68.10658667404009,1884,7,2551,4,2,934.8059408100476,1589.3246314863886,NoRidge,Attchd,158537
408,86198,65.07488785057689,1972,9,1794,1,2,776.6376642176733,877.1448273072198,NridgHt,Detchd,124614
409,115380,,1995,8,2209,1,1,193.88222626721267,1739.9149680821365,StoneBr,Attchd,127767
410,119940,73.7988647055658,1953,4,1620,3,1,513.971613136086,746.2511073892365,NridgHt,Attchd,235121
411,157808,59.19463472712085,1959,5,1319,4,2,630.3232196456997,1090.618589798322,NoRidge,Attchd,103214
412,169705,,1976,5,2023,5,1,374.9539036810522,1333.2099576069295,Timber,Attchd,166931
413,209487,95.74843577490381,2001,10,1900,3,2,732.47001464787,341.82804629114344,Timber,Attchd,307680
414,5840,62.95546086684612,1887,2,1696,3,1,707.2552746047984,1663.6312877131631,NridgHt,Attchd,203384
415,71791,79.20525768897099,1885,7,1070,1,2,455.11761361672734,1265.9204663564665,NridgHt,Attchd,175601
416,50231,,1999,7,2045,5,1,682.980199191704,2506.1266615983704,NridgHt,Detchd,178340
417,190000,,1931,9,1098,4,3,0.0,1970.4240120789004,StoneBr,Attchd,119849
418,54322,40.41854650022367,1888,9,1923,1,2,763.5238767852443,1052.2144034893693,NoRidge,BuiltIn,128407
419,43366,114.50640240068387,1916,4,939,3,1,662.7128836441624,1840.872562386996,NridgHt,Attchd,167333
420,115795,103.01103226403328,1909,5,1070,2,2,240.23697332751078,1428.9806468305128,NridgHt,Attchd,201657
421,98291,84.29101583868848,1995,7,1668,3,2,526.9023970598711,1158.4560469774085,NridgHt,,264362
422,103762,121.62646528695589,1975,10,1818,2,2,39.375328567410634,328.5398803981309,Timber,Attchd,187745
423,43313,88.486865233195,1935,7,1628,1,2,309.6273425687667,432.0680731140684,NridgHt,Attchd,310806
424,198614,65.87258215242828,1992,10,1238,4,1,707.4668183496364,1058.9185404449222,NoRidge,Attchd,343827
425,206707,78.9404720102001,1877,8,2099,5,2,470.2530621012976,839.534928839214,Timber,Detchd,248680
426,141287,102.65887253149938,1983,8,1587,2,2,458.40456387995994,1155.8580696858946,NoRidge,Detchd,295318
427,188474,48.87241179980876,1973,2,1616,5,2,482.6784047983634,1659.4703557810362,Timber,Attchd,121726
428,102854,41.852373105602524,1920,9,1432,1,2,457.7140557051739,1436.7166523627398,Timber,Attchd,114249
429,16283,79.7458999991185,1892,4,1135,1,1,684.3227994313077,751.3304096016662,StoneBr,Detchd,222571
430,90512,55.9156063948303,1894,1,2106,1,1,340.53622250815727,1463.0565156880284,Timber,Attchd,105802
431,69433,21.0,1947,1,1177,4,2,562.7400597635277,655.7332261510126,Timber,Attchd,161081
432,42180,40.16959967414636,1935,5,2406,2,2,228.0518197164087,555.5565293788293,NoRidge,Attchd,246296
433,124707,,1898,7,1081,5,0,631.5952348490762,1224.5386727211933,NoRidge,Attchd,318432
434,60679,71.15653011394966,2005,5,1684,3,1,404.226584203631,699.4333619880185,NridgHt,Attchd,163428
435,101113,,1942,3,1551,1,2,464.22866797125255,775.2297013660302,StoneBr,Detchd,139502
436,41470,118.12471216565069,1978,7,1455,5,1,395.49541908429114,1493.3537361291349,Timber,Attchd,205664
437,205808,65.01699383917375,2004,1,1873,5,0,422.5701722897467,1345.701190352376,StoneBr,Attchd,117759
438,6218,,1929,1,1929,4,1,257.9885872838727,893.7773061361152,NridgHt,BuiltIn,168805
439,159683,30.97859134301209,2003,2,1796,2,2,543.4595133020974,343.5815527328582,StoneBr,Attchd,180342
440,171290,69.25274708043338,2006,1,956,4,2,591.6981168369288,734.2637458806016,Timber,Attchd,178907
441,77269,78.02077463612238,1906,9,900,4,2,,1909.5722464625233,NoRidge,,187440
442,81207,36.99377245645145,1992,4,868,5,2,345.3704201203212,1481.3112421847425,StoneBr,Detchd,129574
443,143298,47.58419296871304,2001,7,1386,2,1,479.42296231995766,1681.9564274979023,Timber,Attchd,135268
444,93804,,1991,5,2625,2,1,344.88929842534196,1169.394863011923,NridgHt,Attchd,134184
445,18639,56.88816965651412,1876,7,1489,2,2,425.3161745640409,902.8898149696947,Timber,None2,94634
446,198253,67.53899748376062,1942,7,2617,1,1,818.8457724648631,1454.379537076259,StoneBr,BuiltIn,207429
447,121304,82.97866045501551,1957,1,1497,2,2,255.11316391175436,1619.7273335533343,Timber,Detchd,258765
448,46282,118.88493212309959,1966,1,1598,5,2,0.0,,Timber,Attchd,248783
449,21458,64.67715517411858,1912,3,1827,1,1,344.8696801664487,743.9030914926432,StoneBr,Attchd,162887
450,153879,,1946,10,1362,3,2,402.7738274143459,389.16701818124375,StoneBr,Attchd,130798
451,104526,22.989432128905754,1954,2,1634,4,2,368.1421509394057,732.8314223906438,NridgHt,Attchd,243663
452,70634,73.56070860836765,1909,7,621,2,2,530.5255961969569,1350.6553867148941,Timber,Detchd,233604
453,15083,61.98185902971446,1913,3,1048,3,1,252.99050339356134,795.2414716847654,NoRidge,Attchd,197359
454,18513,57.220984382358466,1927,7,632,2,1,221.4900550484014,1466.0294923762026,StoneBr,BuiltIn,363502
455,49484,85.79362181336448,1942,9,1895,4,2,328.65974468251477,1920.5898086705806,Timber,Attchd,179018
456,122746,64.84910403075472,1926,1,799,5,3,,1067.8962234802873,NoRidge,Attchd,163253
457,177446,21.401119962562788,1893,3,2256,5,1,926.8599628611114,1049.8575749606573,NoRidge,Detchd,154181
458,172769,31.879138041986025,1898,6,1701,4,3,805.2237752566589,1297.8404604061977,Timber,Attchd,96902
459,130610,87.32864700055465,1976,9,2018,3,2,115.72123285091936,804.8373154044066,Timber,BuiltIn,235708
460,10596,30.706530233822477,1909,5,1175,1,2,60.02089264131189,772.8262559408274,Timber,None2,173446
461,203663,87.97170834833868,1983,3,925,1,1,454.64886920922004,785.9141239888911,NoRidge,Attchd,221856
462,75033,72.99456370986775,1910,8,1332,2,1,882.0813325689329,554.0914619441426,Timber,Attchd,377968
463,208917,,1990,5,2073,4,1,615.5432047508682,1452.006427484965,StoneBr,Attchd,154742
464,116295,,1931,6,2625,4,2,,839.0014003081762,NoRidge,Detchd,71012
465,27118,82.354192484322,2007,2,1781,1,3,375.40010563971106,1544.8988602643226,StoneBr,Attchd,219310
466,11368,,1915,4,824,3,1,703.5127699583322,1289.3552335016739,StoneBr,Detchd,193408
467,23382,71.01498625594542,1914,1,1004,4,2,511.0897272351071,1046.9993032346079,Timber,Attchd,134973
468,153211,,2005,4,733,5,1,843.5962940005952,1412.426814069288,StoneBr,Detchd,212080
469,169535,73.92747462406882,1894,1,1447,5,2,111.83115944087552,642.8203669531808,Timber,,247769
470,108260,85.51544286876045,1993,4,1369,4,1,563.6601987461022,714.4025220850856,NoRidge,Attchd,123892
471,103625,73.98270070749555,1955,2,1443,3,1,352.45429914518104,1370.2692974766596,StoneBr,Attchd,160377
472,127177,84.60645193433413,1977,6,951,5,1,561.6548965479108,93.09979825799724,Timber,Attchd,326608
473,193036,53.199643957761104,1935,6,898,3,2,526.6832378416291,1063.4143081518682,NridgHt,Attchd,135559
474,162042,68.50767869630616,1996,8,1564,1,1,582.068568726005,1316.2305179511272,Timber,Attchd,185810
475,111482,,1923,9,1769,2,1,682.2025794101046,1632.4775170163375,NridgHt,Attchd,63326
476,72214,62.717454708712204,1919,8,892,1,1,770.4156120690311,1722.2955732368612,Timber,BuiltIn,100015
477,196242,50.784612053154675,1932,1,1763,2,3,890.6687584663739,999.8043365643606,NridgHt,BuiltIn,192687
478,209006,59.636258813801376,1888,3,2012,5,2,476.37998042627777,1395.1470060040826,StoneBr,Detchd,295673
479,72602,43.29508971984397,1911,6,334,2,2,356.93710564739285,,NridgHt,Attchd,104925
480,152925,,1946,1,2342,2,2,210.6741415021113,862.3094532709861,StoneBr,Detchd,186398
481,170760,53.182800147021766,1960,8,1883,4,1,566.0656768378071,1657.4029654928604,StoneBr,,155675
482,34875,85.02303157074793,1940,6,2016,2,2,651.6723123493252,1039.482007212406,Timber,Attchd,264884
483,72710,75.61758378533632,1956,1,979,4,1,184.43218170734292,1127.0985374437303,StoneBr,Attchd,111156
484,154844,,1897,10,1928,2,2,717.9583066292303,603.4531906055084,NoRidge,Attchd,214882
485,154288,60.25572751887072,1911,2,1988,4,2,451.31103357786424,1242.5069852919914,NridgHt,Attchd,139293
486,90776,86.61914419274386,1967,6,1172,5,2,204.25520817214215,1388.029831047268,Timber,Attchd,197803
487,90206,59.23620712510959,1988,10,1924,5,1,291.4665403781453,1374.4070547375454,StoneBr,CarPort,185978
488,167734,35.97361136490626,2007,8,1442,2,1,271.14604879423155,525.2124621961555,NridgHt,Attchd,163587
489,209159,124.18308511394423,1944,5,1190,3,2,274.9525769068016,1495.975566713542,NridgHt,BuiltIn,219024
490,75106,65.9929880643292,1916,1,1411,5,2,594.9588988387254,618.8338101566015,NoRidge,Attchd,184107
491,162044,42.0741064000236,1888,10,1603,1,1,657.8591339393496,1045.403815400787,NridgHt,Attchd,171560
492,191076,,1948,2,1356,1,1,836.6171544459651,346.64568419723696,Timber,Attchd,156881
493,121337,,2008,4,1099,4,2,323.5804422795618,978.213390980249,Timber,Detchd,186624
494,188013,33.00452548205517,1962,4,1721,3,2,546.3926412354355,616.425540477127,StoneBr,Attchd,197725
495,109843,72.24085265927596,1977,7,1808,4,3,,859.9517069028029,StoneBr,Attchd,121802
496,62901,93.60965227349551,1972,2,1591,2,1,477.30651524108134,1083.3006830214877,Timber,Attchd,157318
497,60335,64.41015502023413,1974,7,665,5,2,156.19859711230913,1420.1516902175756,NridgHt,Attchd,118627
498,58436,21.0,1895,7,1208,3,1,232.63581196728708,1405.084621877917,NridgHt,,178060
499,164090,78.20611865414328,1944,7,1071,4,2,644.8549445729785,30.9269298995398,NoRidge,Attchd,142754
500,187034,84.46960108595569,1992,3,2423,4,1,155.5382862493696,1354.7817219058968,StoneBr,Attchd,246256
501,128946,55.92611015613012,1977,6,1576,1,1,604.5738270830254,1147.5553421659117,NridgHt,BuiltIn,236784
502,159885,56.10252156785861,1906,6,1367,2,1,328.3041028609326,811.0710180626397,NridgHt,Attchd,125080
503,129844,124.18855120618355,2007,4,1221,4,2,60.935213672798966,670.50119416457,StoneBr,Detchd,180754
504,17610,54.20285682778953,1888,1,1449,1,2,0.0,1029.5940476484175,Timber,Detchd,233566
505,167388,43.074856807977966,1964,9,1909,3,2,,1158.2325302944264,NridgHt,CarPort,168668
506,63049,70.60273801662427,1980,2,554,4,2,65.2408758446025,1222.8903219214606,NoRidge,Attchd,135202
507,132334,83.79621581848959,1921,9,1635,1,2,459.2242601729913,970.3896508762898,NridgHt,Detchd,116874
508,30030,82.77840948904759,1985,8,1250,2,2,548.7454699966742,0.0,NridgHt,Attchd,254618
509,2393,,1895,1,1741,5,3,191.97472298405552,839.5618764971007,NoRidge,Detchd,259600
510,130245,,1908,7,1934,3,2,354.5455711723391,537.3590618461405,Timber,Attchd,166481
511,125467,,1882,10,1149,4,1,575.468316741672,1959.2420051786758,NoRidge,Attchd,245799
512,95760,77.84054716820094,1970,3,796,1,3,535.7696635515814,1083.0383040191068,NoRidge,Detchd,55255
513,28385,,1926,10,1355,4,1,374.43682877450954,1382.3516856557521,StoneBr,Attchd,307686
514,46060,99.81782338950892,1898,10,2190,5,2,523.6975907505189,1335.820794156587,NridgHt,BuiltIn,169912
515,15113,93.15754525854827,1938,9,1953,4,1,451.12178186428645,1193.2342009472068,Timber,,191477
516,212424,62.88156140745107,1873,5,1316,4,2,265.3308519736191,874.2804648641968,NridgHt,Attchd,159150
517,138659,91.10721248346728,1939,3,1181,1,2,729.9049577495784,,Timber,Attchd,316190
518,168273,117.99413996699248,1934,8,1221,5,1,,169.9594533541034,NoRidge,Attchd,118364
519,20165,44.694875314110014,1943,3,833,3,2,78.80532807083927,1119.422786327035,StoneBr,None2,326308
520,108068,83.3307083728703,2001,7,1927,1,2,584.6383749227538,1188.8672313245117,NoRidge,Attchd,211996
521,31122,117.66267462611218,1954,7,2022,5,1,341.2796081013622,1036.0026975191158,NridgHt,Attchd,232090
522,97334,85.67270927909271,1913,7,1311,5,2,411.0606552013082,1119.9622003659183,StoneBr,Detchd,158598
523,214975,51.89481137525673,1978,1,1252,4,1,474.75369451810235,527.3858633941375,StoneBr,BuiltIn,107208
524,43489,75.7339177705933,1899,5,1148,2,2,303.30923436097544,927.9132291688256,NridgHt,Detchd,262503
525,46241,,1976,1,1278,2,2,858.8501026593914,771.7141845297949,Timber,Detchd,204920
526,211272,45.62160479382014,1983,7,1129,3,2,153.430006792558,1348.9375969637695,StoneBr,Attchd,311908
527,21663,69.27767902502721,2004,8,1433,4,1,,1074.9921200952745,Timber,Attchd,167427
